Name	Rarity	Type	Sub-Type	Class	Cost	Attack	HP	CanGet	Decription
Shellshifter	Rare	Minion	General	Druid	4	3	3	true	Choose One - Transform into a 5/3 with Stealth;or a 3/5 with Taunt.Master of the Three Shell Monte.
Shifting Shade	Rare	Minion	General	Priest	4	4	3	true	Deathrattle: Copy a card from your opponent's deck and add it to your hand.Yeah, it's cooler in the shade, but you're also more likely to get JACKED.
Shrieking Shroom	Rare	Minion	General	Any	3	1	2	true	At the end of your turn, summon a random 1-Cost minion.Auditioning for the next Fungal Idol.
Silithid Swarmer	Rare	Minion	Beast	Any	3	3	5	true	Can only attack if your hero attacked this turn.If your hero doesn't attack, it's just "Silithid Loner".
Silverware Golem	Rare	Minion	General	Warlock	3	3	3	true	If you discard this minion, summon it.From the secret research labs of the Swiss Army.
Siphon Soul	Rare	Spell		Warlock	6	-1	-1	true	Destroy a minion. Restore 3 Health to your hero.You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.
Skeram Cultist	Rare	Minion	General	Any	6	7	6	true	Battlecry: Give your C'Thun +2/+2 (wherever it is).Just before he comes into play, there is an AWESOME training montage with C'thun.
Small-Time Buccaneer	Rare	Minion	Pirate	Any	1	1	1	true	Has +2 Attack while you have a weapon equipped."Oh, I'm not serious about it. I only pirate on the weekends."
Spiked Hogrider	Rare	Minion	General	Any	5	5	5	true	Battlecry: If an enemy minion has Taunt, gain Charge.Did you know the Hogchoppers compete every year at the Mirage Raceway? They do. It's a real group.
Spikeridged Steed	Rare	Spell		Paladin	6	-1	-1	true	Give a minion +2/+6 and Taunt. When it dies, summon a Stegodon.What beats cavalry? Dinosaur cavalry.
Spreading Madness	Rare	Spell		Warlock	3	-1	-1	true	Deal 9 damage randomly split among ALL charactersMost citizens of Darkshire wear those surgical masks to prevent spreading Madness to tourists.
Spreading Plague	Rare	Spell		Druid	6	-1	-1	true	Summon a 1/5 Scarab with Taunt. If your opponent has more minions, cast this again.In the past, plagues were spread by mice or fleas. These days they're spread by elves.
Stampeding Kodo	Rare	Minion	Beast	Any	5	3	5	true	Battlecry: Destroy a random enemy minion with 2 or less Attack.This Kodo is so big that he can stampede by himself.
Starfall	Rare	Spell		Druid	5	-1	-1	true	Choose One - Deal 5 damage to a minion; or 2 damage to all enemy minions.Is the sky falling?  Yes.  Yes it is.
Steam Surger	Rare	Minion	Elemental	Mage	4	5	4	true	Battlecry: If you played an Elemental last turn,add a 'Flame Geyser'to your hand.Explorers nicknamed him the Teapot Elemental.
Steward of Darkshire	Rare	Minion	General	Paladin	3	3	3	true	Whenever you summon a 1-Health minion, give it Divine Shield.Turns out divine shields are way cheaper if you buy in bulk.
Stolen Goods	Rare	Spell		Warrior	2	-1	-1	true	Give a random Taunt minion in your hand +3/+3.It fell off a kodo, I promise!
Stonehill Defender	Rare	Minion	General	Any	3	1	4	true	TauntBattlecry: Discover a Taunt minion.Briefly tried stand-up comedy under the name "Stonehill Offender", but turtles are just too thin-skinned.
Strongshell Scavenger	Rare	Minion	General	Druid	4	2	3	true	Battlecry: Give your Taunt minions +2/+2.It isn't "grave robbing" when there's no grave. It's just scavenging…
Sunfury Protector	Rare	Minion	General	Any	2	2	3	true	Battlecry: Give adjacent minions Taunt.She carries a shield, but only so she can give it to someone she can stand behind.
Sunwalker	Rare	Minion	General	Any	6	4	5	true	Taunt. Divine ShieldShe doesn’t ACTUALLY walk on the Sun.  It's just a name.  Don’t worry!
Terrorscale Stalker	Rare	Minion	General	Hunter	3	3	3	true	Battlecry: Trigger a friendly minion's Deathrattle.Likes to scare his friends half to death.
Thing from Below	Rare	Minion	General	Shaman	6	5	5	true	Taunt. Costs (1) less for each Totem you've summoned this game.Just can't resist the opportunity to hang around with a bunch of totems.
Thistle Tea	Rare	Spell		Rogue	6	-1	-1	true	Draw a card. Add 2 extra copies of it to your hand.Aren't Thistles prickly? Why would you drink them? I don't get Rogues.
Ticking Abomination	Rare	Minion	General	Any	4	5	6	true	Deathrattle: Deal 5 damage to your minions.Abomination. Emphasis on the second syllable.
Tol'vir Stoneshaper	Rare	Minion	General	Any	4	3	5	true	Battlecry: If you played an Elemental last turn, gain Taunt and Divine Shield.He spends a lot of time keeping himself in stoneshape.
Tol'vir Warden	Rare	Minion	General	Hunter	5	3	5	true	Battlecry: Draw two 1-Cost minions from your deck.Ferocious in combat… and even more terrifying in pet battles.
Trogg Beastrager	Rare	Minion	General	Hunter	2	3	2	true	Battlecry: Give a random Beast in your hand +1/+1.Still angry that the Gadgetzan Rager Club wouldn't accept him as a member.
Twilight Darkmender	Rare	Minion	General	Priest	5	6	5	true	Battlecry: If your C'Thun has at least 10 Attack, restore 10 Health to your hero.First she separates them from the lights, washes them in cold water, and hang-dries.
Twilight Drake	Rare	Minion	Dragon	Any	4	4	1	true	Battlecry: Gain +1 Health for each card in your hand.Twilight drakes feed on Mystical Energy.  And Tacos.
Twilight's Call	Rare	Spell		Priest	3	-1	-1	true	Summon 1/1 copies of 2 friendly Deathrattle minions that died this game.If you're experiencing resurrection sickness, press 1.
Undercity Huckster	Rare	Minion	General	Rogue	2	2	2	true	Deathrattle: Add a random class card to your hand (from your opponent's class).Psst! Wanna buy a random class card (from your opponent's class)?
Unidentified Maul	Rare	Weapon		Paladin	3	2	2	true	Gains a bonus effect in your hand.When all you have is an unidentified maul, everything else looks like an unidentified nail.
Unwilling Sacrifice	Rare	Spell		Warlock	3	-1	-1	true	Choose a friendly minion. Destroy it and a random enemy minion.Stand right... there. Perfect, perfect! Now don't move.
Upgrade!	Rare	Spell		Warrior	1	-1	-1	true	If you have a weapon, give it +1/+1.  Otherwise equip a 1/3 weapon.Easily worth 50 DKP.
Val'kyr Soulclaimer	Rare	Minion	General	Warrior	3	1	4	true	Whenever this minion survives damage, summon a 2/2 Ghoul.My Ghoul friend is back and you're gonna be in trouble.
Vaporize	Rare	Spell		Mage	3	-1	-1	true	Secret: When a minion attacks your hero, destroy it.Rumor has it that Deathwing brought about the Cataclysm after losing a game to this card.  We may never know the truth.
Venomstrike Trap	Rare	Spell		Hunter	2	-1	-1	true	Secret: When one of your minions is attacked, summon a 2/3 Poisonous Cobra.Snakes on a frozen plain.
Vicious Fledgling	Rare	Minion	Beast	Any	3	3	3	true	After this minion attacks a hero, Adapt.A youngster who is truly hungry for self-improvement.
Vinecleaver	Rare	Weapon		Paladin	7	4	3	true	After your hero attacks, summon two 1/1 Silver Hand Recruits.George and Karl! Thank the Light we found you!
Violet Teacher	Rare	Minion	General	Any	4	3	5	true	Whenever you cast a spell, summon a 1/1 Violet Apprentice.If you don't pay attention, you may be turned into a pig.  And then you get your name on the board.
Virmen Sensei	Rare	Minion	General	Druid	5	4	5	true	Battlecry: Give a friendly Beast +2/+2.There is no carrot.
Void Terror	Rare	Minion	Demon	Warlock	3	3	3	true	Battlecry: Destroy the minions on either side of this minion and gain their Attack and Health.If you put this into your deck, you WILL lose the trust of your other minions.
Volcanic Potion	Rare	Spell		Mage	3	-1	-1	true	Deal 2 damage to all minions.The secret ingredient in Kazakus's award-winning chili recipe.
Volcano	Rare	Spell		Shaman	5	-1	-1	true	Deal 15 Damage randomly split across all minions. Overload: (2)Many young shaman summon a volcano as their first school project.
Volcanosaur	Rare	Minion	Beast	Any	7	5	6	true	Battlecry: Adapt, then Adapt.Always fun to say out loud "VOL-CA-NO-SAUUUR!"
Voodoo Hexxer	Rare	Minion	General	Shaman	5	2	7	true	TauntFreeze any character damaged by this minion.The Silver Hand recruits shuddered in terror when they saw the dreaded totem of the Hexxer: A tiny little snowman, impaled with pins.
Wandering Monster	Rare	Spell		Hunter	2	-1	-1	true	Secret: When an enemy attacks your hero, summon a 3-Cost minion as the new target.Not all who wander are lost. This one is lost though, for sure.
Wild Pyromancer	Rare	Minion	General	Any	2	3	2	true	After you cast a spell, deal 1 damage to ALL minions.BOOM BABY BOOM!  BAD IS GOOD!  DOWN WITH GOVERNMENT!
Young Priestess	Rare	Minion	General	Any	1	2	1	true	At the end of your turn, give another random friendly minion +1 Health.She can't wait to learn Power Word: Fortitude Rank 2.
Amethyst Spellstone	Rare	Spell		Warlock	4	-1	-1	false	Lifesteal. Deal 5 damage to a minion. (Take damage from your cards to upgrade.)
Blessed Maul	Rare	Weapon		Paladin	3	2	2	false	Battlecry: Give your minions +1 Attack.
Champion's Maul	Rare	Weapon		Paladin	3	2	2	false	Battlecry: Summon two 1/1 Silver Hand Recruits.
Diamond Spellstone	Rare	Spell		Priest	7	-1	-1	false	Resurrect 3 different friendly minions. (Cast 4 spells to upgrade.)
Doppelgangster	Rare	Minion	General	Any	5	2	2	false	Battlecry: Summon 2 copies of this minion.
Doppelgangster	Rare	Minion	General	Any	5	2	2	false	Battlecry: Summon 2 copies of this minion.
Druid of the Swarm	Rare	Minion	Beast	Druid	2	1	5	false	Taunt
Druid of the Swarm	Rare	Minion	Beast	Druid	2	1	2	false	Poisonous
Druid of the Swarm	Rare	Minion	Beast	Druid	2	1	5	false	TauntPoisonous
Emerald Spellstone	Rare	Spell		Hunter	5	-1	-1	false	Summon three 3/3 Wolves. (Play a Secret to upgrade.)
Greater Amethyst Spellstone	Rare	Spell		Warlock	4	-1	-1	false	Lifesteal. Deal 7 damage to a minion.
Greater Diamond Spellstone	Rare	Spell		Priest	7	-1	-1	false	Resurrect 4 different friendly minions.
Greater Emerald Spellstone	Rare	Spell		Hunter	5	-1	-1	false	Summon four 3/3 Wolves.
Greater Jasper Spellstone	Rare	Spell		Druid	1	-1	-1	false	Deal 6 damage to a minion.
Greater Mithril Spellstone	Rare	Spell		Warrior	7	-1	-1	false	Summon three 5/5 Mithril Golems.
Greater Onyx Spellstone	Rare	Spell		Rogue	5	-1	-1	false	Destroy up to 3 random enemy minions.
Greater Pearl Spellstone	Rare	Spell		Paladin	2	-1	-1	false	Summon a 6/6 Spirit with Taunt.
Greater Ruby Spellstone	Rare	Spell		Mage	2	-1	-1	false	Add 3 random Mage spells to your hand. (Play two Elementals to upgrade.)
Greater Sapphire Spellstone	Rare	Spell		Shaman	7	-1	-1	false	Summon 3 copies of a friendly minion.
Hyena	Rare	Minion	Beast	Hunter	2	2	2	false	
Jasper Spellstone	Rare	Spell		Druid	1	-1	-1	false	Deal 4 damage to a minion. (Gain 3 Armor to upgrade.)
Mithril Spellstone	Rare	Spell		Warrior	7	-1	-1	false	Summon two 5/5 Mithril Golems. (Equip a weapon to upgrade.)
Onyx Spellstone	Rare	Spell		Rogue	5	-1	-1	false	Destroy up to 2 random enemy minions. (Play 3 Deathrattle cards to upgrade.)
Pearl Spellstone	Rare	Spell		Paladin	2	-1	-1	false	Summon a 4/4 Spirit with Taunt. (Restore 3 Health to upgrade.)
Purifier's Maul	Rare	Weapon		Paladin	3	2	2	false	Battlecry: Give your minions Divine Shield.
Ruby Spellstone	Rare	Spell		Mage	2	-1	-1	false	Add 2 random Mage spells to your hand. (Play two Elementals to upgrade.)
Sacred Maul	Rare	Weapon		Paladin	3	2	2	false	Battlecry: Give your minions Taunt.
Sapphire Spellstone	Rare	Spell		Shaman	7	-1	-1	false	Summon 2 copies of a friendly minion. (Overload 3 Mana Crystals to upgrade.)
Shellshifter	Rare	Minion	Beast	Druid	4	3	5	false	Taunt
Shellshifter	Rare	Minion	Beast	Druid	4	5	5	false	StealthTaunt
Shellshifter	Rare	Minion	Beast	Druid	4	5	3	false	Stealth
Spirit Wolf	Rare	Minion	General	Shaman	2	2	3	false	Taunt
Baine Bloodhoof	Legendary	Minion	General	Any	4	4	5	false	
Finkle Einhorn	Legendary	Minion	General	Any	3	3	3	false	
Grave Vengeance	Legendary	Weapon		Paladin	5	5	3	false	
Pyros	Legendary	Minion	Elemental	Mage	10	10	10	false	
Pyros	Legendary	Minion	Elemental	Mage	6	6	6	false	Deathrattle:Return this to your hand as a 10/10 that costs (10).
The Darkness	Legendary	Minion	General	Any	0	0	0	false	When your opponent draws 3 Candles, this awakens!
The Storm Guardian	Legendary	Minion	General	Shaman	5	10	10	false	Taunt
Twin Emperor Vek'nilash	Legendary	Minion	General	Any	7	4	6	false	Taunt
Shadow of Nothing	Epic	Minion	General	Priest	0	0	1	false	Mindgames whiffed! Your opponent had no minions!
Spellbender	Epic	Minion	General	Mage	1	1	3	false	
The Ancient One	Epic	Minion	General	Any	9	30	30	false	
Bananas	Common	Spell		Any	1	-1	-1	false	Give a minion +1/+1.
Battle Axe	Common	Weapon		Warrior	1	2	2	false	
Blood Fury	Common	Weapon		Warlock	3	3	8	false	
Boar	Common	Minion	Beast	Any	1	1	1	false	
Damaged Golem	Common	Minion	Mech	Any	1	2	1	false	
Defender	Common	Minion	General	Paladin	1	2	1	false	
Defias Bandit	Common	Minion	General	Rogue	1	2	1	false	
Devilsaur	Common	Minion	Beast	Any	5	5	5	false	
Druid of the Claw	Common	Minion	Beast	Druid	5	4	6	false	Taunt
Druid of the Claw	Common	Minion	Beast	Druid	5	4	4	false	Charge
Druid of the Claw	Common	Minion	Beast	Druid	5	4	6	false	Charge, Taunt
Elixir of Hope	Common	Spell		Priest	3	-1	-1	false	Give a minion +2/+2 and "Deathrattle: Return this minion to your hand."
Elixir of Life	Common	Spell		Priest	3	-1	-1	false	Give a minion +2/+2 and Lifesteal.
Elixir of Purity	Common	Spell		Priest	3	-1	-1	false	Give a minion +2/+2 and Divine Shield.
Elixir of Shadows	Common	Spell		Priest	3	-1	-1	false	Give a minion +2/+2. Summon a 1/1 copy of it.
Flame of Azzinoth	Common	Minion	Elemental	Any	1	2	1	false	
Frog	Common	Minion	Beast	Shaman	0	0	1	false	Taunt
Gnoll	Common	Minion	General	Any	2	2	2	false	Taunt
Heavy Axe	Common	Weapon		Warrior	1	1	3	false	
Hound	Common	Minion	Beast	Hunter	1	1	1	false	Charge
Huffer	Common	Minion	Beast	Hunter	3	4	2	false	Charge
Infernal	Common	Minion	Demon	Warlock	6	6	6	false	
Leokk	Common	Minion	Beast	Hunter	3	2	4	false	Your other minions have +1 Attack.
Mechanical Dragonling	Common	Minion	Mech	Any	1	2	1	false	
Mirror Image	Common	Minion	General	Mage	0	0	2	false	Taunt
Misha	Common	Minion	Beast	Hunter	3	4	4	false	Taunt
Murloc Scout	Common	Minion	Murloc	Any	1	1	1	false	
Panther	Common	Minion	Beast	Druid	2	3	2	false	
Runed Shield	Common	Spell		Warrior	6	-1	-1	false	Gain 5 Armor. Summon a 5/5 Golem.
Rusty Hook	Common	Weapon		Warrior	1	1	3	false	
Serrated Shield	Common	Spell		Warrior	6	-1	-1	false	Gain 5 Armor. Deal 5 damage.
Sheep	Common	Minion	Beast	Mage	1	1	1	false	
Snake	Common	Minion	Beast	Hunter	1	1	1	false	
Spiked Shield	Common	Spell		Warrior	6	-1	-1	false	Gain 5 Armor. Equip a 5/2 weapon.
Squire	Common	Minion	General	Any	1	2	2	false	
Squirrel	Common	Minion	Beast	Any	1	1	1	false	
Tower Shield +10	Common	Spell		Warrior	6	-1	-1	false	Gain 5 Armor. Gain 10 more Armor.
Treant	Common	Minion	General	Druid	2	2	2	false	
Treant	Common	Minion	General	Druid	2	2	2	false	Taunt
Violet Apprentice	Common	Minion	General	Any	1	1	1	false	
Whelp	Common	Minion	Dragon	Any	1	1	1	false	
Worthless Imp	Common	Minion	Demon	Warlock	1	1	1	false	You are out of demons! At least there are always imps...
Healing Totem	Free	Minion	Totem	Shaman	1	0	2	false	At the end of your turn, restore 1 Health to all friendly minions.
Searing Totem	Free	Minion	Totem	Shaman	1	1	1	false	
Silver Hand Recruit	Free	Minion	General	Paladin	1	1	1	false	
Stoneclaw Totem	Free	Minion	Totem	Shaman	1	0	2	false	Taunt
Wicked Knife	Free	Weapon		Rogue	1	1	2	false	
